Transaction ID,Date,Time,Items Purchased,Quantity,Total Price (INR),Payment Method,Item
4493,2023-08-09,10:12:00,"Chocolate Fudge Cake, Omelet, Cold Brew, Soy Milk",1,1040,Mobile Wallet,Soy Milk
4494,2023-06-28,13:06:00,"Grilled Cheese Sandwich, Fresh Lemonade",1,380,Mobile Wallet,Grilled Cheese Sandwich
4494,2023-06-28,13:06:00,"Grilled Cheese Sandwich, Fresh Lemonade",2,380,Mobile Wallet,Fresh Lemonade
4495,2023-11-24,14:11:00,"Chocolate Fudge Cake, Lemon Tart, Caramel Drizzle",2,1090,Card,Chocolate Fudge Cake
4495,2023-11-24,14:11:00,"Chocolate Fudge Cake, Lemon Tart, Caramel Drizzle",2,1090,Card,Lemon Tart
4495,2023-11-24,14:11:00,"Chocolate Fudge Cake, Lemon Tart, Caramel Drizzle",1,1090,Card,Caramel Drizzle
4496,2023-05-12,16:47:00,"Latte, Caesar Salad, Oat Milk",1,650,Cash,Latte
4496,2023-05-12,16:47:00,"Latte, Caesar Salad, Oat Milk",2,650,Cash,Caesar Salad
4496,2023-05-12,16:47:00,"Latte, Caesar Salad, Oat Milk",1,650,Cash,Oat Milk
4497,2023-05-24,12:23:00,"Avocado Toast, Nitro Cold Brew, Nitro Cold Brew, Vanilla Syrup",2,1050,Cash,Avocado Toast
4497,2023-05-24,12:23:00,"Avocado Toast, Nitro Cold Brew, Nitro Cold Brew, Vanilla Syrup",2,1050,Cash,Nitro Cold Brew
4497,2023-05-24,12:23:00,"Avocado Toast, Nitro Cold Brew, Nitro Cold Brew, Vanilla Syrup",1,1050,Cash,Nitro Cold Brew
4497,2023-05-24,12:23:00,"Avocado Toast, Nitro Cold Brew, Nitro Cold Brew, Vanilla Syrup",1,1050,Cash,Vanilla Syrup
4498,2023-02-03,14:31:00,"Mocha, Chocolate Fudge Cake, Cappuccino, Soy Milk",2,800,UPI,Mocha
4498,2023-02-03,14:31:00,"Mocha, Chocolate Fudge Cake, Cappuccino, Soy Milk",1,800,UPI,Chocolate Fudge Cake
4498,2023-02-03,14:31:00,"Mocha, Chocolate Fudge Cake, Cappuccino, Soy Milk",1,800,UPI,Cappuccino
4498,2023-02-03,14:31:00,"Mocha, Chocolate Fudge Cake, Cappuccino, Soy Milk",1,800,UPI,Soy Milk
4499,2023-07-31,11:59:00,"Brownies, Vanilla Syrup",2,270,Card,Brownies
4499,2023-07-31,11:59:00,"Brownies, Vanilla Syrup",1,270,Card,Vanilla Syrup
4500,2023-05-21,10:02:00,"Espresso, Vanilla Syrup",2,230,Cash,Espresso
4500,2023-05-21,10:02:00,"Espresso, Vanilla Syrup",1,230,Cash,Vanilla Syrup
4501,2023-07-12,17:54:00,"Green Tea, Almond Milk",1,120,Cash,Green Tea
4501,2023-07-12,17:54:00,"Green Tea, Almond Milk",1,120,Cash,Almond Milk
4502,2023-07-15,12:24:00,"Veggie Hummus Wrap, Greek Salad, Brownies, Vanilla Syrup",1,810,Cash,Veggie Hummus Wrap
4502,2023-07-15,12:24:00,"Veggie Hummus Wrap, Greek Salad, Brownies, Vanilla Syrup",2,810,Cash,Greek Salad
4502,2023-07-15,12:24:00,"Veggie Hummus Wrap, Greek Salad, Brownies, Vanilla Syrup",1,810,Cash,Brownies
4502,2023-07-15,12:24:00,"Veggie Hummus Wrap, Greek Salad, Brownies, Vanilla Syrup",1,810,Cash,Vanilla Syrup
4503,2023-01-09,13:05:00,Quinoa Bowl,1,240,UPI,Quinoa Bowl
4504,2023-10-29,12:14:00,"Flat White, Almond Milk",2,360,Cash,Flat White
4504,2023-10-29,12:14:00,"Flat White, Almond Milk",1,360,Cash,Almond Milk
4505,2023-07-31,09:43:00,"Pancakes with Syrup, Cheesecake, Strawberry Milkshake",2,1230,Mobile Wallet,Pancakes with Syrup
4505,2023-07-31,09:43:00,"Pancakes with Syrup, Cheesecake, Strawberry Milkshake",2,1230,Mobile Wallet,Cheesecake
4505,2023-07-31,09:43:00,"Pancakes with Syrup, Cheesecake, Strawberry Milkshake",1,1230,Mobile Wallet,Strawberry Milkshake
4506,2023-06-07,20:10:00,Chocolate Fudge Cake,2,500,Card,Chocolate Fudge Cake
4507,2023-04-12,17:48:00,"Brownies, Omelet, Caramel Drizzle",2,690,Cash,Brownies
4507,2023-04-12,17:48:00,"Brownies, Omelet, Caramel Drizzle",2,690,Cash,Omelet
4507,2023-04-12,17:48:00,"Brownies, Omelet, Caramel Drizzle",1,690,Cash,Caramel Drizzle
4508,2023-11-29,14:53:00,"Grilled Cheese Sandwich, Espresso",2,560,Card,Grilled Cheese Sandwich
4508,2023-11-29,14:53:00,"Grilled Cheese Sandwich, Espresso",2,560,Card,Espresso
4509,2023-08-01,20:13:00,"Pancakes with Syrup, Bagel with Cream Cheese, Caramel Drizzle",2,990,Mobile Wallet,Pancakes with Syrup
4509,2023-08-01,20:13:00,"Pancakes with Syrup, Bagel with Cream Cheese, Caramel Drizzle",2,990,Mobile Wallet,Bagel with Cream Cheese
4509,2023-08-01,20:13:00,"Pancakes with Syrup, Bagel with Cream Cheese, Caramel Drizzle",1,990,Mobile Wallet,Caramel Drizzle
4510,2023-02-19,18:02:00,Cheesecake,2,560,Cash,Cheesecake
4511,2023-03-03,20:18:00,"Cheesecake, Caramel Drizzle",2,610,Cash,Cheesecake
4511,2023-03-03,20:18:00,"Cheesecake, Caramel Drizzle",1,610,Cash,Caramel Drizzle
4512,2023-05-26,11:41:00,"Chocolate Chip Cookies, Brownies, Oat Milk",1,380,Card,Chocolate Chip Cookies
4512,2023-05-26,11:41:00,"Chocolate Chip Cookies, Brownies, Oat Milk",2,380,Card,Brownies
4512,2023-05-26,11:41:00,"Chocolate Chip Cookies, Brownies, Oat Milk",1,380,Card,Oat Milk
4513,2023-10-31,19:35:00,"Nitro Cold Brew, Almond Milk",1,220,Mobile Wallet,Nitro Cold Brew
4513,2023-10-31,19:35:00,"Nitro Cold Brew, Almond Milk",1,220,Mobile Wallet,Almond Milk
4514,2023-05-03,15:35:00,"Omelet, Greek Salad, Chicken Caesar Wrap, Almond Milk",1,900,Mobile Wallet,Omelet
4514,2023-05-03,15:35:00,"Omelet, Greek Salad, Chicken Caesar Wrap, Almond Milk",2,900,Mobile Wallet,Greek Salad
4514,2023-05-03,15:35:00,"Omelet, Greek Salad, Chicken Caesar Wrap, Almond Milk",1,900,Mobile Wallet,Chicken Caesar Wrap
4514,2023-05-03,15:35:00,"Omelet, Greek Salad, Chicken Caesar Wrap, Almond Milk",1,900,Mobile Wallet,Almond Milk
4515,2023-01-26,13:08:00,"Chicken Caesar Wrap, Chocolate Fudge Cake, Green Tea",2,1100,Cash,Chicken Caesar Wrap
4515,2023-01-26,13:08:00,"Chicken Caesar Wrap, Chocolate Fudge Cake, Green Tea",2,1100,Cash,Chocolate Fudge Cake
4515,2023-01-26,13:08:00,"Chicken Caesar Wrap, Chocolate Fudge Cake, Green Tea",2,1100,Cash,Green Tea
4516,2023-01-16,14:22:00,Bagel with Cream Cheese,1,220,Cash,Bagel with Cream Cheese
4517,2023-06-10,10:15:00,"Lemon Tart, Chocolate Milkshake, Caramel Drizzle",1,660,Cash,Lemon Tart
4517,2023-06-10,10:15:00,"Lemon Tart, Chocolate Milkshake, Caramel Drizzle",2,660,Cash,Chocolate Milkshake
4517,2023-06-10,10:15:00,"Lemon Tart, Chocolate Milkshake, Caramel Drizzle",1,660,Cash,Caramel Drizzle
4518,2023-07-16,16:02:00,"Flat White, Lemon Tart",2,860,UPI,Flat White
4518,2023-07-16,16:02:00,"Flat White, Lemon Tart",2,860,UPI,Lemon Tart
4519,2023-07-01,11:11:00,"Seasonal Smoothie, Caramel Drizzle",2,350,Mobile Wallet,Seasonal Smoothie
4519,2023-07-01,11:11:00,"Seasonal Smoothie, Caramel Drizzle",1,350,Mobile Wallet,Caramel Drizzle
4520,2023-03-23,16:21:00,"Flat White, Matcha Latte, Soy Milk",1,360,Card,Flat White
4520,2023-03-23,16:21:00,"Flat White, Matcha Latte, Soy Milk",1,360,Card,Matcha Latte
4520,2023-03-23,16:21:00,"Flat White, Matcha Latte, Soy Milk",1,360,Card,Soy Milk
4521,2023-05-22,14:23:00,"Pancakes with Syrup, Nitro Cold Brew, Espresso",1,530,Mobile Wallet,Pancakes with Syrup
4521,2023-05-22,14:23:00,"Pancakes with Syrup, Nitro Cold Brew, Espresso",1,530,Mobile Wallet,Nitro Cold Brew
4521,2023-05-22,14:23:00,"Pancakes with Syrup, Nitro Cold Brew, Espresso",1,530,Mobile Wallet,Espresso
4522,2023-11-07,08:22:00,"Avocado Toast, Bagel with Cream Cheese",1,680,UPI,Avocado Toast
4522,2023-11-07,08:22:00,"Avocado Toast, Bagel with Cream Cheese",2,680,UPI,Bagel with Cream Cheese
4523,2023-11-05,11:22:00,Chocolate Fudge Cake,2,500,Cash,Chocolate Fudge Cake
4524,2023-04-11,13:48:00,Americano,2,240,UPI,Americano
4525,2023-08-02,11:02:00,"Avocado Toast, Omelet, Americano",1,880,Card,Avocado Toast
4525,2023-08-02,11:02:00,"Avocado Toast, Omelet, Americano",2,880,Card,Omelet
4525,2023-08-02,11:02:00,"Avocado Toast, Omelet, Americano",2,880,Card,Americano
4526,2023-10-01,09:15:00,"Seasonal Smoothie, Chocolate Fudge Cake, Americano, Almond Milk",1,560,Card,Seasonal Smoothie
4526,2023-10-01,09:15:00,"Seasonal Smoothie, Chocolate Fudge Cake, Americano, Almond Milk",1,560,Card,Chocolate Fudge Cake
4526,2023-10-01,09:15:00,"Seasonal Smoothie, Chocolate Fudge Cake, Americano, Almond Milk",1,560,Card,Americano
4526,2023-10-01,09:15:00,"Seasonal Smoothie, Chocolate Fudge Cake, Americano, Almond Milk",1,560,Card,Almond Milk
4527,2023-02-12,19:25:00,"Lemon Tart, Vanilla Syrup",2,570,UPI,Lemon Tart
4527,2023-02-12,19:25:00,"Lemon Tart, Vanilla Syrup",1,570,UPI,Vanilla Syrup
4528,2023-06-06,14:31:00,"Chocolate Fudge Cake, French Toast, Chicken Caesar Wrap",2,1260,Card,Chocolate Fudge Cake
4528,2023-06-06,14:31:00,"Chocolate Fudge Cake, French Toast, Chicken Caesar Wrap",2,1260,Card,French Toast
4528,2023-06-06,14:31:00,"Chocolate Fudge Cake, French Toast, Chicken Caesar Wrap",1,1260,Card,Chicken Caesar Wrap
4529,2023-08-21,19:01:00,"Lemon Tart, Matcha Latte, Grilled Cheese Sandwich",2,1220,Cash,Lemon Tart
4529,2023-08-21,19:01:00,"Lemon Tart, Matcha Latte, Grilled Cheese Sandwich",2,1220,Cash,Matcha Latte
4529,2023-08-21,19:01:00,"Lemon Tart, Matcha Latte, Grilled Cheese Sandwich",2,1220,Cash,Grilled Cheese Sandwich
4530,2023-01-01,20:43:00,"Americano, Avocado Toast, Soy Milk",1,400,Cash,Americano
4530,2023-01-01,20:43:00,"Americano, Avocado Toast, Soy Milk",1,400,Cash,Avocado Toast
4530,2023-01-01,20:43:00,"Americano, Avocado Toast, Soy Milk",1,400,Cash,Soy Milk
4531,2023-07-09,16:01:00,"Cold Brew, French Toast, Greek Salad, Almond Milk",1,950,Card,Cold Brew
4531,2023-07-09,16:01:00,"Cold Brew, French Toast, Greek Salad, Almond Milk",2,950,Card,French Toast
4531,2023-07-09,16:01:00,"Cold Brew, French Toast, Greek Salad, Almond Milk",1,950,Card,Greek Salad
4531,2023-07-09,16:01:00,"Cold Brew, French Toast, Greek Salad, Almond Milk",1,950,Card,Almond Milk
4532,2023-12-14,15:39:00,Bagel with Cream Cheese,2,440,Mobile Wallet,Bagel with Cream Cheese
4533,2023-01-18,15:32:00,Espresso,1,100,UPI,Espresso
4534,2023-12-10,10:32:00,French Toast,1,270,Mobile Wallet,French Toast
4535,2023-05-07,10:59:00,"Grilled Cheese Sandwich, Vanilla Syrup",2,390,Cash,Grilled Cheese Sandwich
4535,2023-05-07,10:59:00,"Grilled Cheese Sandwich, Vanilla Syrup",1,390,Cash,Vanilla Syrup
4536,2023-02-15,09:45:00,"Quinoa Bowl, Iced Americano, Latte, Caramel Drizzle",2,1130,Mobile Wallet,Quinoa Bowl
4536,2023-02-15,09:45:00,"Quinoa Bowl, Iced Americano, Latte, Caramel Drizzle",2,1130,Mobile Wallet,Iced Americano
4536,2023-02-15,09:45:00,"Quinoa Bowl, Iced Americano, Latte, Caramel Drizzle",2,1130,Mobile Wallet,Latte
4536,2023-02-15,09:45:00,"Quinoa Bowl, Iced Americano, Latte, Caramel Drizzle",1,1130,Mobile Wallet,Caramel Drizzle
4537,2023-09-07,12:52:00,"Iced Tea (Peach), Pancakes with Syrup, Lemon Tart",1,880,Mobile Wallet,Iced Tea (Peach)
4537,2023-09-07,12:52:00,"Iced Tea (Peach), Pancakes with Syrup, Lemon Tart",2,880,Mobile Wallet,Pancakes with Syrup
4537,2023-09-07,12:52:00,"Iced Tea (Peach), Pancakes with Syrup, Lemon Tart",1,880,Mobile Wallet,Lemon Tart
4538,2023-12-18,18:53:00,"Fresh Lemonade, Chocolate Fudge Cake, Veggie Hummus Wrap, Oat Milk",2,1180,Cash,Fresh Lemonade
4538,2023-12-18,18:53:00,"Fresh Lemonade, Chocolate Fudge Cake, Veggie Hummus Wrap, Oat Milk",2,1180,Cash,Chocolate Fudge Cake
4538,2023-12-18,18:53:00,"Fresh Lemonade, Chocolate Fudge Cake, Veggie Hummus Wrap, Oat Milk",2,1180,Cash,Veggie Hummus Wrap
4538,2023-12-18,18:53:00,"Fresh Lemonade, Chocolate Fudge Cake, Veggie Hummus Wrap, Oat Milk",1,1180,Cash,Oat Milk
4539,2023-03-26,11:07:00,"Iced Tea (Peach), Pancakes with Syrup, Soy Milk",1,650,Mobile Wallet,Iced Tea (Peach)
4539,2023-03-26,11:07:00,"Iced Tea (Peach), Pancakes with Syrup, Soy Milk",2,650,Mobile Wallet,Pancakes with Syrup
4539,2023-03-26,11:07:00,"Iced Tea (Peach), Pancakes with Syrup, Soy Milk",1,650,Mobile Wallet,Soy Milk
4540,2023-06-04,11:44:00,"Grilled Cheese Sandwich, Avocado Toast, Greek Salad",2,1060,UPI,Grilled Cheese Sandwich
4540,2023-06-04,11:44:00,"Grilled Cheese Sandwich, Avocado Toast, Greek Salad",2,1060,UPI,Avocado Toast
4540,2023-06-04,11:44:00,"Grilled Cheese Sandwich, Avocado Toast, Greek Salad",1,1060,UPI,Greek Salad
4541,2023-10-10,16:44:00,"Flat White, Brownies, Lemon Tart",1,940,Cash,Flat White
4541,2023-10-10,16:44:00,"Flat White, Brownies, Lemon Tart",2,940,Cash,Brownies
4541,2023-10-10,16:44:00,"Flat White, Brownies, Lemon Tart",2,940,Cash,Lemon Tart
4542,2023-09-11,10:51:00,"Chocolate Fudge Cake, Pancakes with Syrup, Soy Milk",2,790,Card,Chocolate Fudge Cake
4542,2023-09-11,10:51:00,"Chocolate Fudge Cake, Pancakes with Syrup, Soy Milk",1,790,Card,Pancakes with Syrup
4542,2023-09-11,10:51:00,"Chocolate Fudge Cake, Pancakes with Syrup, Soy Milk",1,790,Card,Soy Milk
4543,2023-08-14,18:53:00,"Strawberry Milkshake, Vanilla Syrup",2,370,Cash,Strawberry Milkshake
4543,2023-08-14,18:53:00,"Strawberry Milkshake, Vanilla Syrup",1,370,Cash,Vanilla Syrup
4544,2023-03-27,14:55:00,"Masala Chai, Caramel Drizzle",1,140,Mobile Wallet,Masala Chai
4544,2023-03-27,14:55:00,"Masala Chai, Caramel Drizzle",1,140,Mobile Wallet,Caramel Drizzle
4545,2023-08-18,13:45:00,"Seasonal Smoothie, Flat White, Cold Brew, Oat Milk",2,810,Mobile Wallet,Seasonal Smoothie
4545,2023-08-18,13:45:00,"Seasonal Smoothie, Flat White, Cold Brew, Oat Milk",2,810,Mobile Wallet,Flat White
4545,2023-08-18,13:45:00,"Seasonal Smoothie, Flat White, Cold Brew, Oat Milk",1,810,Mobile Wallet,Cold Brew
4545,2023-08-18,13:45:00,"Seasonal Smoothie, Flat White, Cold Brew, Oat Milk",1,810,Mobile Wallet,Oat Milk
4546,2023-09-20,08:00:00,Cheesecake,2,560,Mobile Wallet,Cheesecake
4547,2023-05-15,11:47:00,"Chicken Caesar Wrap, Cheesecake, Almond Milk",1,540,UPI,Chicken Caesar Wrap
4547,2023-05-15,11:47:00,"Chicken Caesar Wrap, Cheesecake, Almond Milk",1,540,UPI,Cheesecake
4547,2023-05-15,11:47:00,"Chicken Caesar Wrap, Cheesecake, Almond Milk",1,540,UPI,Almond Milk
4548,2023-10-26,19:22:00,"Brownies, Oat Milk",1,160,Cash,Brownies
4548,2023-10-26,19:22:00,"Brownies, Oat Milk",1,160,Cash,Oat Milk
4549,2023-09-07,09:38:00,"French Toast, Veggie Hummus Wrap, Vanilla Syrup",2,1010,Card,French Toast
4549,2023-09-07,09:38:00,"French Toast, Veggie Hummus Wrap, Vanilla Syrup",2,1010,Card,Veggie Hummus Wrap
4549,2023-09-07,09:38:00,"French Toast, Veggie Hummus Wrap, Vanilla Syrup",1,1010,Card,Vanilla Syrup
4550,2023-11-20,08:06:00,"Cheesecake, Chicken Caesar Wrap, Oat Milk",1,760,Card,Cheesecake
4550,2023-11-20,08:06:00,"Cheesecake, Chicken Caesar Wrap, Oat Milk",2,760,Card,Chicken Caesar Wrap
4550,2023-11-20,08:06:00,"Cheesecake, Chicken Caesar Wrap, Oat Milk",1,760,Card,Oat Milk
4551,2023-09-26,10:04:00,"Flat White, Veggie Hummus Wrap, Almond Milk",1,420,Mobile Wallet,Flat White
4551,2023-09-26,10:04:00,"Flat White, Veggie Hummus Wrap, Almond Milk",1,420,Mobile Wallet,Veggie Hummus Wrap
4551,2023-09-26,10:04:00,"Flat White, Veggie Hummus Wrap, Almond Milk",1,420,Mobile Wallet,Almond Milk
4552,2023-04-30,17:26:00,"Omelet, Grilled Cheese Sandwich, Club Sandwich, Almond Milk",1,820,Card,Omelet
4552,2023-04-30,17:26:00,"Omelet, Grilled Cheese Sandwich, Club Sandwich, Almond Milk",1,820,Card,Grilled Cheese Sandwich
4552,2023-04-30,17:26:00,"Omelet, Grilled Cheese Sandwich, Club Sandwich, Almond Milk",2,820,Card,Club Sandwich
4552,2023-04-30,17:26:00,"Omelet, Grilled Cheese Sandwich, Club Sandwich, Almond Milk",1,820,Card,Almond Milk
4553,2023-12-18,09:53:00,"Latte, Caesar Salad, Omelet",1,590,UPI,Latte
4553,2023-12-18,09:53:00,"Latte, Caesar Salad, Omelet",1,590,UPI,Caesar Salad
4553,2023-12-18,09:53:00,"Latte, Caesar Salad, Omelet",1,590,UPI,Omelet
4554,2023-10-31,18:04:00,"Cold Brew, Brownies, Vanilla Syrup",2,570,UPI,Cold Brew
4554,2023-10-31,18:04:00,"Cold Brew, Brownies, Vanilla Syrup",2,570,UPI,Brownies
4554,2023-10-31,18:04:00,"Cold Brew, Brownies, Vanilla Syrup",1,570,UPI,Vanilla Syrup
4555,2023-04-26,18:15:00,"Masala Chai, Chocolate Fudge Cake, Chicken Caesar Wrap, Caramel Drizzle",1,830,UPI,Masala Chai
4555,2023-04-26,18:15:00,"Masala Chai, Chocolate Fudge Cake, Chicken Caesar Wrap, Caramel Drizzle",1,830,UPI,Chocolate Fudge Cake
4555,2023-04-26,18:15:00,"Masala Chai, Chocolate Fudge Cake, Chicken Caesar Wrap, Caramel Drizzle",2,830,UPI,Chicken Caesar Wrap
4555,2023-04-26,18:15:00,"Masala Chai, Chocolate Fudge Cake, Chicken Caesar Wrap, Caramel Drizzle",1,830,UPI,Caramel Drizzle
4556,2023-04-22,11:45:00,"Affogato, Vanilla Syrup",2,430,UPI,Affogato
4556,2023-04-22,11:45:00,"Affogato, Vanilla Syrup",1,430,UPI,Vanilla Syrup
4557,2023-03-01,10:09:00,Greek Salad,2,440,Mobile Wallet,Greek Salad
4558,2023-11-01,10:52:00,"Strawberry Milkshake, Grilled Cheese Sandwich, Almond Milk",1,390,Cash,Strawberry Milkshake
4558,2023-11-01,10:52:00,"Strawberry Milkshake, Grilled Cheese Sandwich, Almond Milk",1,390,Cash,Grilled Cheese Sandwich
4558,2023-11-01,10:52:00,"Strawberry Milkshake, Grilled Cheese Sandwich, Almond Milk",1,390,Cash,Almond Milk
4559,2023-06-20,19:47:00,"Pancakes with Syrup, Affogato, Vanilla Syrup",1,680,Card,Pancakes with Syrup
4559,2023-06-20,19:47:00,"Pancakes with Syrup, Affogato, Vanilla Syrup",2,680,Card,Affogato
4559,2023-06-20,19:47:00,"Pancakes with Syrup, Affogato, Vanilla Syrup",1,680,Card,Vanilla Syrup
4560,2023-07-05,13:29:00,Bagel with Cream Cheese,1,220,Cash,Bagel with Cream Cheese
4561,2023-05-05,15:46:00,"Iced Tea (Peach), Flat White",1,270,Mobile Wallet,Iced Tea (Peach)
4561,2023-05-05,15:46:00,"Iced Tea (Peach), Flat White",1,270,Mobile Wallet,Flat White
4562,2023-10-19,13:29:00,"Nitro Cold Brew, Avocado Toast",2,600,Cash,Nitro Cold Brew
4562,2023-10-19,13:29:00,"Nitro Cold Brew, Avocado Toast",1,600,Cash,Avocado Toast
4563,2023-10-11,17:20:00,"Bagel with Cream Cheese, Masala Chai, Club Sandwich, Caramel Drizzle",2,870,UPI,Bagel with Cream Cheese
4563,2023-10-11,17:20:00,"Bagel with Cream Cheese, Masala Chai, Club Sandwich, Caramel Drizzle",2,870,UPI,Masala Chai
4563,2023-10-11,17:20:00,"Bagel with Cream Cheese, Masala Chai, Club Sandwich, Caramel Drizzle",1,870,UPI,Club Sandwich
4563,2023-10-11,17:20:00,"Bagel with Cream Cheese, Masala Chai, Club Sandwich, Caramel Drizzle",1,870,UPI,Caramel Drizzle
4564,2023-06-04,19:43:00,"Mocha, Matcha Latte",1,340,UPI,Mocha
4564,2023-06-04,19:43:00,"Mocha, Matcha Latte",1,340,UPI,Matcha Latte
4565,2023-11-27,16:39:00,"Americano, Bagel with Cream Cheese, Iced Americano, Oat Milk",1,860,Cash,Americano
4565,2023-11-27,16:39:00,"Americano, Bagel with Cream Cheese, Iced Americano, Oat Milk",2,860,Cash,Bagel with Cream Cheese
4565,2023-11-27,16:39:00,"Americano, Bagel with Cream Cheese, Iced Americano, Oat Milk",2,860,Cash,Iced Americano
4565,2023-11-27,16:39:00,"Americano, Bagel with Cream Cheese, Iced Americano, Oat Milk",1,860,Cash,Oat Milk
4566,2023-03-01,12:55:00,"Chocolate Chip Cookies, Iced Americano, Chocolate Chip Cookies, Caramel Drizzle",2,710,Mobile Wallet,Chocolate Chip Cookies
4566,2023-03-01,12:55:00,"Chocolate Chip Cookies, Iced Americano, Chocolate Chip Cookies, Caramel Drizzle",2,710,Mobile Wallet,Iced Americano
4566,2023-03-01,12:55:00,"Chocolate Chip Cookies, Iced Americano, Chocolate Chip Cookies, Caramel Drizzle",2,710,Mobile Wallet,Chocolate Chip Cookies
4566,2023-03-01,12:55:00,"Chocolate Chip Cookies, Iced Americano, Chocolate Chip Cookies, Caramel Drizzle",1,710,Mobile Wallet,Caramel Drizzle
4567,2023-06-24,16:53:00,"Bagel with Cream Cheese, Cold Brew, Seasonal Smoothie, Caramel Drizzle",2,790,Mobile Wallet,Bagel with Cream Cheese
4567,2023-06-24,16:53:00,"Bagel with Cream Cheese, Cold Brew, Seasonal Smoothie, Caramel Drizzle",1,790,Mobile Wallet,Cold Brew
4567,2023-06-24,16:53:00,"Bagel with Cream Cheese, Cold Brew, Seasonal Smoothie, Caramel Drizzle",1,790,Mobile Wallet,Seasonal Smoothie
4567,2023-06-24,16:53:00,"Bagel with Cream Cheese, Cold Brew, Seasonal Smoothie, Caramel Drizzle",1,790,Mobile Wallet,Caramel Drizzle
4568,2023-12-17,09:00:00,Masala Chai,1,90,Cash,Masala Chai
4569,2023-10-05,08:35:00,"Seasonal Smoothie, Caramel Drizzle",1,200,Card,Seasonal Smoothie
4569,2023-10-05,08:35:00,"Seasonal Smoothie, Caramel Drizzle",1,200,Card,Caramel Drizzle
4570,2023-11-21,16:34:00,"Cheesecake, Soy Milk",1,320,UPI,Cheesecake
4570,2023-11-21,16:34:00,"Cheesecake, Soy Milk",1,320,UPI,Soy Milk
4571,2023-12-24,09:21:00,"French Toast, Veggie Hummus Wrap",2,980,Card,French Toast
4571,2023-12-24,09:21:00,"French Toast, Veggie Hummus Wrap",2,980,Card,Veggie Hummus Wrap
4572,2023-02-21,13:13:00,"Americano, Pancakes with Syrup, Vanilla Syrup",2,770,Mobile Wallet,Americano
4572,2023-02-21,13:13:00,"Americano, Pancakes with Syrup, Vanilla Syrup",2,770,Mobile Wallet,Pancakes with Syrup
4572,2023-02-21,13:13:00,"Americano, Pancakes with Syrup, Vanilla Syrup",1,770,Mobile Wallet,Vanilla Syrup
4573,2023-10-02,10:13:00,"Espresso, Affogato",1,300,UPI,Espresso
4573,2023-10-02,10:13:00,"Espresso, Affogato",1,300,UPI,Affogato
4574,2023-01-31,19:23:00,Pancakes with Syrup,1,250,UPI,Pancakes with Syrup
4575,2023-06-04,19:13:00,"Seasonal Smoothie, Quinoa Bowl, Vanilla Syrup",1,660,Mobile Wallet,Seasonal Smoothie
4575,2023-06-04,19:13:00,"Seasonal Smoothie, Quinoa Bowl, Vanilla Syrup",2,660,Mobile Wallet,Quinoa Bowl
4575,2023-06-04,19:13:00,"Seasonal Smoothie, Quinoa Bowl, Vanilla Syrup",1,660,Mobile Wallet,Vanilla Syrup
4576,2023-03-28,09:25:00,Chocolate Chip Cookies,2,200,UPI,Chocolate Chip Cookies
4577,2023-12-09,10:47:00,"Cheesecake, Chocolate Chip Cookies, Cheesecake",2,1040,Card,Cheesecake
4577,2023-12-09,10:47:00,"Cheesecake, Chocolate Chip Cookies, Cheesecake",2,1040,Card,Chocolate Chip Cookies
4577,2023-12-09,10:47:00,"Cheesecake, Chocolate Chip Cookies, Cheesecake",1,1040,Card,Cheesecake
4578,2023-12-30,14:42:00,Affogato,2,400,Mobile Wallet,Affogato
4579,2023-10-28,20:18:00,"Iced Tea (Peach), Nitro Cold Brew, Oat Milk",1,330,Cash,Iced Tea (Peach)
4579,2023-10-28,20:18:00,"Iced Tea (Peach), Nitro Cold Brew, Oat Milk",1,330,Cash,Nitro Cold Brew
4579,2023-10-28,20:18:00,"Iced Tea (Peach), Nitro Cold Brew, Oat Milk",1,330,Cash,Oat Milk
4580,2023-09-25,12:53:00,"Greek Salad, French Toast, Strawberry Milkshake, Vanilla Syrup",1,960,Mobile Wallet,Greek Salad
4580,2023-09-25,12:53:00,"Greek Salad, French Toast, Strawberry Milkshake, Vanilla Syrup",2,960,Mobile Wallet,French Toast
4580,2023-09-25,12:53:00,"Greek Salad, French Toast, Strawberry Milkshake, Vanilla Syrup",1,960,Mobile Wallet,Strawberry Milkshake
4580,2023-09-25,12:53:00,"Greek Salad, French Toast, Strawberry Milkshake, Vanilla Syrup",1,960,Mobile Wallet,Vanilla Syrup
4581,2023-06-05,11:11:00,"Pancakes with Syrup, Masala Chai, Vanilla Milkshake, Oat Milk",1,550,Cash,Pancakes with Syrup
4581,2023-06-05,11:11:00,"Pancakes with Syrup, Masala Chai, Vanilla Milkshake, Oat Milk",1,550,Cash,Masala Chai
4581,2023-06-05,11:11:00,"Pancakes with Syrup, Masala Chai, Vanilla Milkshake, Oat Milk",1,550,Cash,Vanilla Milkshake
4581,2023-06-05,11:11:00,"Pancakes with Syrup, Masala Chai, Vanilla Milkshake, Oat Milk",1,550,Cash,Oat Milk
4582,2023-05-20,19:44:00,"Seasonal Smoothie, Matcha Latte",2,620,Cash,Seasonal Smoothie
4582,2023-05-20,19:44:00,"Seasonal Smoothie, Matcha Latte",2,620,Cash,Matcha Latte
